pl_name,pl_discmethod,pl_orbper,pl_radj,pl_bmassj,pl_dens
Kepler-1412 b,Transit,3.61460510,0.074,,
Kepler-1413 b,Transit,13.18296420,0.162,,
Kepler-1414 b,Transit,3.51576315,0.110,,
Kepler-1415 b,Transit,0.63642408,0.115,,
Kepler-1416 b,Transit,1.49514952,0.079,,
Kepler-1417 b,Transit,20.35052130,0.089,,
Kepler-1095 b,Transit,4.27103091,0.108,,
Kepler-1096 b,Transit,2.89221751,0.111,,
Kepler-1097 b,Transit,187.74702900,0.291,,
Kepler-1098 b,Transit,2.54307286,0.116,,
Kepler-1099 b,Transit,2.16845259,0.252,,
Kepler-1100 b,Transit,6.42200058,0.156,,
Kepler-1101 b,Transit,81.31510590,0.220,,
Kepler-1102 b,Transit,51.32856230,0.237,,
Kepler-1103 b,Transit,19.79191978,0.203,,
Kepler-1104 b,Transit,5.03728015,0.110,,
Kepler-1105 b,Transit,4.42157218,0.179,,
Kepler-1106 b,Transit,1.25275217,0.147,,
Kepler-1107 b,Transit,0.57103852,0.120,,
Kepler-1108 b,Transit,4.51005748,0.130,,
Kepler-1109 b,Transit,37.64673840,0.195,,
Kepler-1110 b,Transit,9.69312032,0.237,,
Kepler-214 b,Transit,15.66054400,0.233,,
Kepler-214 c,Transit,28.77980000,0.190,,
Kepler-215 b,Transit,9.36067200,0.145,,
Kepler-1190 b,Transit,10.45843441,0.119,,
Kepler-1191 b,Transit,5.60014851,0.135,,
Kepler-1192 b,Transit,25.20347870,0.211,,
Kepler-1193 b,Transit,2.83265213,0.118,,
Kepler-1194 b,Transit,16.22371307,0.135,,
Kepler-1195 b,Transit,8.49642241,0.186,,
Kepler-1196 b,Transit,66.18490310,0.199,,
Kepler-1197 b,Transit,2.03231845,0.112,,
Kepler-1198 b,Transit,7.68477160,0.131,,
Kepler-1199 b,Transit,15.04471980,0.103,,
Kepler-1200 b,Transit,1.11854972,0.095,,
Kepler-1201 b,Transit,15.18725932,0.204,,
Kepler-1202 b,Transit,28.68513240,0.262,,
Kepler-1203 b,Transit,0.58800076,0.095,,
Kepler-1204 b,Transit,85.73502850,0.272,,
Kepler-1205 b,Transit,1.07839035,0.126,,
Kepler-1206 b,Transit,1.21699766,0.146,,
Kepler-1207 b,Transit,13.68237119,0.145,,
Kepler-1208 b,Transit,11.08507637,0.207,,
Kepler-924 b,Transit,61.03701170,0.274,,
Kepler-925 b,Transit,33.86785310,0.209,,
Kepler-926 b,Transit,52.06886010,0.206,,
Kepler-927 b,Transit,9.11499030,0.153,,
Kepler-928 b,Transit,3.93246130,0.142,,
Kepler-929 b,Transit,0.92103214,0.099,,
Kepler-930 b,Transit,71.45177750,0.190,,
Kepler-931 b,Transit,8.03755877,0.119,,
Kepler-932 b,Transit,1.92143740,0.122,,
Kepler-933 b,Transit,14.20443009,0.219,,
Kepler-934 b,Transit,55.67383090,0.186,,
Kepler-935 b,Transit,4.88083852,0.120,,
Kepler-936 b,Transit,10.56134221,0.129,,
Kepler-937 b,Transit,67.66882700,0.332,,
Kepler-937 c,Transit,153.34336400,0.238,,
Kepler-938 b,Transit,52.62984170,0.198,,
Kepler-939 b,Transit,14.87829600,0.156,,
Kepler-940 b,Transit,59.62252570,0.298,,
Kepler-941 b,Transit,17.42395198,0.275,,
Kepler-942 b,Transit,44.96417488,0.190,,
Kepler-1418 b,Transit,22.47644250,0.148,,
Kepler-1419 b,Transit,42.52158950,0.255,,
Kepler-1420 b,Transit,6.69960006,0.114,,
Kepler-1421 b,Transit,6.91311120,0.083,,
Kepler-1422 b,Transit,18.60519420,0.180,,
Kepler-1423 b,Transit,23.95537800,0.095,,
Kepler-1424 b,Transit,29.60917440,0.103,,
Kepler-1425 b,Transit,14.45413020,0.084,,
Kepler-1426 b,Transit,14.25632270,0.139,,
Kepler-1427 b,Transit,0.96897238,0.098,,
WASP-76 b,Transit,1.80988600,1.830,0.92000,0.20100
WASP-90 b,Transit,3.91624300,1.630,0.63000,0.19300
Kepler-954 b,Transit,16.78176602,0.207,,
Kepler-955 b,Transit,14.53244172,0.279,,
Kepler-956 b,Transit,5.24867263,0.268,,
Kepler-957 b,Transit,5.90741354,0.491,,
Kepler-958 b,Transit,9.76788050,0.184,,
Kepler-959 b,Transit,14.80074836,0.391,,
Kepler-960 b,Transit,3.12686223,0.204,,
Kepler-215 c,Transit,14.66710800,0.158,,
Kepler-215 d,Transit,30.86442300,0.213,,
Kepler-215 e,Transit,68.16101000,0.156,,
Kepler-216 b,Transit,7.69364100,0.210,,
Kepler-216 c,Transit,17.40666900,0.271,,
Kepler-217 b,Transit,5.37494300,0.199,,
Kepler-217 c,Transit,8.58600400,0.165,,
Kepler-218 b,Transit,3.61933700,0.132,,
Kepler-218 c,Transit,44.69957600,0.280,,
Kepler-219 b,Transit,4.58551200,0.263,,
Kepler-219 c,Transit,22.71461300,0.319,,
Kepler-219 d,Transit,47.90364500,0.251,,
Kepler-220 b,Transit,4.15980700,0.072,,
Kepler-220 c,Transit,9.03419900,0.140,,
Kepler-220 d,Transit,28.12239700,0.087,,
Kepler-220 e,Transit,45.90273300,0.119,,
Kepler-221 b,Transit,2.79590600,0.153,,
Kepler-221 c,Transit,5.69058600,0.261,,
Kepler-1209 b,Transit,25.36911600,0.135,,
Kepler-1210 b,Transit,8.07124073,0.152,,
Kepler-1211 b,Transit,11.01816836,0.227,,
Kepler-1212 b,Transit,12.94130146,0.191,,
Kepler-1213 b,Transit,5.34982412,0.106,,
Kepler-1214 b,Transit,18.82634264,0.211,,
Kepler-1215 b,Transit,4.76703963,0.109,,
Kepler-1216 b,Transit,4.37034536,0.124,,
Kepler-1217 b,Transit,2.03232507,0.178,,
Kepler-1218 b,Transit,22.92212660,0.128,,
Kepler-1219 b,Transit,16.10467749,0.189,,
Kepler-1220 b,Transit,7.42693741,0.136,,
Kepler-1221 b,Transit,12.00096042,0.168,,
Kepler-1222 b,Transit,1.91694425,0.070,,
Kepler-1223 b,Transit,16.30125900,0.109,,
Kepler-1224 b,Transit,13.32351601,0.119,,
Kepler-1225 b,Transit,7.01075434,0.162,,
Kepler-1226 b,Transit,17.29234530,0.129,,
Kepler-1227 b,Transit,94.28875770,0.204,,
Kepler-943 b,Transit,49.77014380,0.529,,
Kepler-944 b,Transit,43.31677370,0.235,,
Kepler-945 b,Transit,31.00338140,0.235,,
Kepler-946 b,Transit,11.79162572,0.172,,
Kepler-947 b,Transit,26.96443170,0.203,,
Kepler-948 b,Transit,7.76846622,0.165,,
Kepler-949 b,Transit,8.68930730,0.260,,
Kepler-411 c,Transit,7.83443500,0.394,0.08306,1.70000
Kepler-950 b,Transit,98.71804060,0.801,,
Kepler-951 b,Transit,71.52530845,0.499,,
Kepler-952 b,Transit,130.35469190,0.682,,
Kepler-953 b,Transit,88.40655258,0.376,,
Kepler-167 d,Transit,21.80385500,0.107,,
Kepler-167 e,Transit,1071.23228000,0.906,,
HIP 8541 b,Radial Velocity,1560.20000000,,5.50000,
HIP 74890 b,Radial Velocity,822.30000000,,2.40000,
Kepler-953 c,Transit,9.10967112,0.106,,
Kepler-1275 b,Transit,3.65691115,0.132,,
Kepler-1276 b,Transit,12.57200950,0.106,,
Kepler-1277 b,Transit,40.83650120,0.143,,
Kepler-961 b,Transit,16.87727414,0.227,,
Kepler-962 b,Transit,12.05707239,0.176,,
Kepler-963 b,Transit,9.97683705,0.237,,
Kepler-964 b,Transit,13.52251060,0.189,,
Kepler-965 b,Transit,134.25272980,0.302,,
Kepler-966 b,Transit,99.74762200,0.368,,
Kepler-967 b,Transit,13.22713379,0.210,,
Kepler-967 c,Transit,198.71125020,0.326,,
Kepler-968 b,Transit,3.69298373,0.178,,
Kepler-968 c,Transit,5.70940492,0.151,,
Kepler-969 b,Transit,34.17317140,0.185,,
Kepler-969 c,Transit,1.68293460,0.088,,
Kepler-970 b,Transit,16.73652231,0.247,,
Kepler-971 b,Transit,9.59070716,0.190,,
Kepler-972 b,Transit,7.03932553,0.415,,
Kepler-973 b,Transit,49.60773310,0.175,,
Kepler-974 b,Transit,4.19449651,0.140,,
Kepler-975 b,Transit,1.97034246,0.132,,
Kepler-976 b,Transit,105.95641480,0.353,,
Kepler-221 d,Transit,10.04156000,0.244,,
Kepler-221 e,Transit,18.36991700,0.235,,
Kepler-222 b,Transit,3.93698100,0.282,,
Kepler-222 c,Transit,10.08881000,0.414,,
Kepler-222 d,Transit,28.08191200,0.329,,
Kepler-223 b,Transit,7.38449000,0.267,0.02328,1.54000
Kepler-223 c,Transit,9.84564000,0.307,0.01605,0.71000
Kepler-223 d,Transit,14.78869000,0.467,0.02517,0.31000
Kepler-223 e,Transit,19.72567000,0.410,0.01510,0.28000
Kepler-224 b,Transit,3.13292400,0.124,,
Kepler-224 c,Transit,5.92500300,0.278,,
Kepler-224 d,Transit,11.34939300,0.205,,
Kepler-224 e,Transit,18.64357700,0.176,,
Kepler-225 b,Transit,6.73897500,0.107,,
Kepler-225 c,Transit,18.79423400,0.164,,
Kepler-226 b,Transit,3.94099700,0.138,,
Kepler-226 c,Transit,5.34955500,0.203,,
Kepler-226 d,Transit,8.10904400,0.109,,
Kepler-1228 b,Transit,0.57736958,0.137,,
Kepler-1229 b,Transit,86.82898900,0.125,,
Kepler-1230 b,Transit,9.95661537,0.242,,
Kepler-1231 b,Transit,10.41725184,0.127,,
Kepler-1232 b,Transit,26.78391830,0.172,,
Kepler-1233 b,Transit,45.12630420,0.232,,
Kepler-1234 b,Transit,11.94014029,0.251,,
Kepler-1235 b,Transit,4.16055856,0.070,,
Kepler-1236 b,Transit,31.05716180,0.191,,
Kepler-1237 b,Transit,84.57332260,0.255,,
Kepler-1238 b,Transit,4.14787559,0.172,,
Kepler-1239 b,Transit,5.19104016,0.259,,
Kepler-1240 b,Transit,4.86638150,0.103,,
Kepler-1241 b,Transit,18.55257010,0.235,,
Kepler-1242 b,Transit,13.62798432,0.202,,
Kepler-1243 b,Transit,16.83207290,0.156,,
Kepler-1244 b,Transit,3.70428172,0.120,,
Kepler-1245 b,Transit,4.35409304,0.128,,
Kepler-1245 c,Transit,2.93658468,0.128,,
Kepler-1246 b,Transit,11.32271513,0.121,,
Kepler-1278 b,Transit,3.23941344,0.090,,
Kepler-1279 b,Transit,23.47741010,0.156,,
Kepler-1280 b,Transit,66.55790570,0.167,,
Kepler-1281 b,Transit,3.11602791,0.146,,
Kepler-1282 b,Transit,2.13194651,0.138,,
Kepler-1283 b,Transit,12.94609780,0.170,,
Kepler-1284 b,Transit,0.66407381,0.108,,
Kepler-1285 b,Transit,14.79674580,0.087,,
Kepler-1286 b,Transit,11.25402929,0.192,,
Kepler-1287 b,Transit,11.47685909,0.137,,
Kepler-1288 b,Transit,2.76122421,0.100,,
Kepler-1289 b,Transit,7.99019627,0.136,,
Kepler-1290 b,Transit,4.69500134,0.127,,
Kepler-1291 b,Transit,8.63043276,0.148,,
Kepler-1292 b,Transit,3.27646405,0.162,,
Kepler-1293 b,Transit,5.57654784,0.087,,
Kepler-1294 b,Transit,115.68622580,0.285,,
Kepler-1295 b,Transit,3.81371974,0.138,,
Kepler-1296 b,Transit,8.38398650,0.081,,
Kepler-1297 b,Transit,1.68189002,0.087,,
Kepler-977 b,Transit,26.85328322,0.234,,
Kepler-978 b,Transit,49.62215090,0.267,,
Kepler-979 b,Transit,8.08801350,0.243,,
Kepler-980 b,Transit,11.55102504,0.238,,
Kepler-981 b,Transit,4.46975774,0.206,,
Kepler-982 b,Transit,15.77382210,0.201,,
Kepler-983 b,Transit,60.08550820,0.211,,
Kepler-984 b,Transit,43.03422720,0.189,,
Kepler-985 b,Transit,116.33190100,0.266,,
Kepler-986 b,Transit,56.43499380,0.211,,
Kepler-987 b,Transit,105.30331480,0.291,,
Kepler-988 b,Transit,17.76080053,0.185,,
Kepler-989 b,Transit,7.96431535,0.197,,
Kepler-990 b,Transit,9.91723428,0.232,,
Kepler-990 c,Transit,0.53835431,0.136,,
Kepler-991 b,Transit,82.53425190,0.227,,
Kepler-992 b,Transit,20.16034462,0.145,,
Kepler-993 b,Transit,22.08557563,0.265,,
Kepler-994 b,Transit,1.15116651,0.143,,
Kepler-227 b,Transit,9.48801500,0.277,,
Kepler-227 c,Transit,54.41869400,0.271,,
Kepler-228 b,Transit,2.56654600,0.136,,
Kepler-228 c,Transit,4.13444400,0.241,,
Kepler-228 d,Transit,11.09428600,0.360,,
Kepler-229 b,Transit,6.25297200,0.196,,
Kepler-229 c,Transit,16.06863800,0.439,,
Kepler-229 d,Transit,41.19491200,0.343,,
Kepler-230 b,Transit,32.62555500,0.380,,
Kepler-230 c,Transit,91.77324200,0.182,,
Kepler-231 b,Transit,10.06527500,0.154,,
Kepler-231 c,Transit,19.27156600,0.172,,
Kepler-232 b,Transit,4.43122200,0.275,,
Kepler-232 c,Transit,11.37934900,0.342,,
Kepler-233 b,Transit,8.47238200,0.217,,
Kepler-233 c,Transit,60.41895500,0.242,,
Kepler-234 b,Transit,2.71150600,0.330,,
Kepler-234 c,Transit,7.21205000,0.313,,
Kepler-1247 b,Transit,13.71220213,0.208,,
Kepler-1249 b,Transit,24.33471270,0.212,,
Kepler-1250 b,Transit,2.60754383,0.171,,
Kepler-1248 b,Transit,7.46725407,0.105,,
Kepler-1251 b,Transit,45.09046430,0.164,,
Kepler-1252 b,Transit,15.05403290,0.149,,
Kepler-1253 b,Transit,68.88619150,0.119,,
Kepler-1254 b,Transit,9.99113313,0.138,,
Kepler-1254 c,Transit,3.60084276,0.116,,
Kepler-1254 d,Transit,5.72717226,0.117,,
Kepler-1255 b,Transit,36.29193360,0.207,,
Kepler-1256 b,Transit,12.41277540,0.133,,
Kepler-1257 b,Transit,2.66831376,0.136,,
Kepler-1258 b,Transit,0.98494017,0.077,,
Kepler-1259 b,Transit,0.66308526,0.128,,
Kepler-1260 b,Transit,19.11877530,0.158,,
Kepler-1261 b,Transit,48.43089910,0.202,,
Kepler-1262 b,Transit,8.67900242,0.162,,
Kepler-1263 b,Transit,4.55139967,0.102,,
Kepler-297 b,Transit,38.87182600,0.256,,
Kepler-297 c,Transit,74.92013700,0.583,,
Kepler-298 b,Transit,10.47546400,0.175,,
Kepler-298 c,Transit,22.92881000,0.172,,
Kepler-298 d,Transit,77.47363300,0.223,,
Kepler-299 b,Transit,2.92712800,0.118,,
Kepler-299 c,Transit,6.88587500,0.236,,
Kepler-299 d,Transit,15.05478600,0.166,,
Kepler-299 e,Transit,38.28548900,0.167,,
Kepler-300 b,Transit,10.44634700,0.149,,
Kepler-300 c,Transit,40.71495500,0.201,,
Kepler-301 b,Transit,2.50855300,0.120,,
Kepler-301 c,Transit,5.41902600,0.120,,
Kepler-301 d,Transit,13.75124300,0.156,,
Kepler-302 b,Transit,30.18410400,0.362,,
Kepler-302 c,Transit,127.28218400,1.111,,
Kepler-303 b,Transit,1.93705500,0.079,,
Kepler-303 c,Transit,7.06114900,0.102,,
Kepler-368 c,Transit,72.37933400,0.346,,
Kepler-369 b,Transit,2.73275600,0.101,,
Kepler-369 c,Transit,14.87157200,0.126,,
Kepler-370 b,Transit,4.57953000,0.142,,
Kepler-370 c,Transit,19.02293000,0.170,,
Kepler-371 b,Transit,34.76327800,0.169,,
Kepler-371 c,Transit,67.96801500,0.159,,
Kepler-372 b,Transit,6.84969200,0.121,,
Kepler-372 c,Transit,20.05376300,0.186,,
Kepler-372 d,Transit,30.09256800,0.151,,
Kepler-373 b,Transit,5.53530900,0.121,,
Kepler-373 c,Transit,16.72594800,0.111,,
Kepler-374 b,Transit,1.89780600,0.092,,
Kepler-374 c,Transit,3.28280700,0.098,,
Kepler-374 d,Transit,5.02821900,0.117,,
Kepler-375 b,Transit,12.12593400,0.129,,
Kepler-375 c,Transit,19.98632600,0.236,,
OGLE-2012-BLG-0358L b,Microlensing,,,1.85000,
OGLE-2012-BLG-0406L b,Microlensing,,,2.73000,
OGLE-2013-BLG-0102L b,Microlensing,,,12.56900,
OGLE-2013-BLG-0341L B b,Microlensing,,,0.00522,
OGLE-2014-BLG-0124L b,Microlensing,,,0.51000,
OGLE2-TR-L9 b,Transit,2.48553350,1.610,4.50000,
OGLE-TR-10 b,Transit,3.10127800,1.250,0.62000,0.40000
OGLE-TR-56 b,Transit,1.21191890,1.363,1.39000,0.68000
OGLE-TR-111 b,Transit,4.01444630,1.019,,
OGLE-TR-113 b,Transit,1.43247520,1.093,1.26000,1.20000
OGLE-TR-132 b,Transit,1.68986800,1.200,1.18000,0.85000
OGLE-TR-182 b,Transit,3.97910000,1.130,1.01000,
OGLE-TR-211 b,Transit,3.67724000,1.360,1.03000,
Oph 11 b,Imaging,7300000.00000000,,14.00000,
POTS-1 b,Transit,3.16062960,0.941,2.31000,
Pr0201 b,Radial Velocity,4.42640000,,0.54000,
Pr0211 b,Radial Velocity,2.14610000,,1.88000,
PSR B1257+12 b,Pulsar Timing,25.26200000,,0.00006,
Kepler-1464 c,Transit,5.32786292,0.089,,
Kepler-1465 b,Transit,31.82771110,0.158,,
Kepler-1466 b,Transit,31.17504480,0.138,,
Kepler-1467 b,Transit,47.05690430,0.294,,
Kepler-1468 b,Transit,8.23984869,0.154,,
Kepler-1468 c,Transit,3.54553021,0.103,,
Kepler-1469 b,Transit,21.86353010,0.250,,
Kepler-1470 b,Transit,16.29509030,0.095,,
Kepler-1471 b,Transit,3.63899398,0.126,,
Kepler-1472 b,Transit,38.13128310,0.170,,
Kepler-1473 b,Transit,14.42735510,0.106,,
Kepler-1474 b,Transit,36.43334520,0.193,,
Kepler-1475 b,Transit,82.17737400,0.261,,
Kepler-1476 b,Transit,10.35863224,0.149,,
Kepler-1477 b,Transit,11.55530021,0.105,,
Kepler-1478 b,Transit,26.08405940,0.154,,
Kepler-1479 b,Transit,14.53261362,0.163,,
Kepler-1480 b,Transit,22.12679948,0.149,,
Kepler-1481 b,Transit,5.94220998,0.110,,
Kepler-1482 b,Transit,12.25383217,0.090,,
Kepler-1483 b,Transit,9.50851560,0.136,,
Kepler-1484 b,Transit,30.45491360,0.188,,
Kepler-1485 b,Transit,19.91577250,0.131,,
Kepler-1486 b,Transit,54.64957590,0.207,,
Kepler-1487 b,Transit,7.31946363,0.190,,
Kepler-1488 b,Transit,39.81899320,0.166,,
Kepler-1489 b,Transit,82.29475100,0.158,,
Kepler-1490 b,Transit,92.43629730,0.271,,
Kepler-1491 b,Transit,16.58617620,0.135,,
Kepler-1492 b,Transit,16.75255007,0.133,,
Kepler-1493 b,Transit,15.02179830,0.126,,
Kepler-1494 b,Transit,91.08048200,0.274,,
Kepler-1495 b,Transit,85.27325600,0.262,,
Kepler-1496 b,Transit,64.65880170,0.198,,
Kepler-1497 b,Transit,8.74199772,0.148,,
Kepler-1498 b,Transit,48.05140500,0.119,,
Kepler-1499 b,Transit,44.20080000,0.106,,
Kepler-1500 b,Transit,15.03301050,0.107,,
Kepler-1501 b,Transit,14.55645330,0.139,,
Kepler-1502 b,Transit,41.70836290,0.284,,
Kepler-1503 b,Transit,96.16987000,0.203,,
Kepler-1504 b,Transit,82.30400300,0.190,,
Kepler-1505 b,Transit,30.86093660,0.083,,
Kepler-1506 b,Transit,14.03291540,0.118,,
Kepler-1507 b,Transit,16.05062130,0.075,,
Kepler-1508 b,Transit,20.70565040,0.119,,
Kepler-1509 b,Transit,25.43381970,0.165,,
Kepler-1510 b,Transit,84.70392100,0.300,,
Kepler-1511 b,Transit,23.23827920,0.150,,
Kepler-1512 b,Transit,20.35972599,0.105,,
Kepler-1513 b,Transit,160.88465087,0.755,,
Kepler-1514 b,Transit,217.83176260,1.055,,
Kepler-1515 b,Transit,214.31141640,0.852,,
Kepler-1516 b,Transit,7.25931979,0.156,,
Kepler-1517 b,Transit,5.54608367,0.871,,
Kepler-1518 b,Transit,5.11177904,0.272,,
Kepler-1519 b,Transit,240.79893970,0.630,,
Kepler-460 c,Transit,220.13033570,0.492,,
Kepler-1520 b,Transit,0.65355357,0.515,,
Kepler-1521 b,Transit,47.14840805,0.223,,
Kepler-1522 b,Transit,1.84788917,0.154,,
Kepler-1523 b,Transit,0.93875077,0.141,,
Kepler-1524 b,Transit,70.96746030,0.316,,
Kepler-1525 b,Transit,2.41660118,0.081,,
Kepler-1526 b,Transit,3.90863200,0.217,,
Kepler-1527 b,Transit,160.12991800,0.426,,
Kepler-1528 b,Transit,1.79111021,0.130,,
Kepler-1529 b,Transit,5.33905686,0.187,,
Kepler-1530 b,Transit,2.59044340,0.146,,
Kepler-1530 c,Transit,5.32274060,0.147,,
Kepler-1531 b,Transit,1.13854338,0.099,,
Kepler-1532 b,Transit,1.09366356,0.120,,
Kepler-1533 b,Transit,308.54710000,0.309,,
Kepler-1534 b,Transit,5.71668872,0.169,,
Kepler-1535 b,Transit,138.94420000,0.227,,
Kepler-1536 b,Transit,364.75803100,0.280,,
Kepler-1537 b,Transit,1.44445380,0.105,,
Kepler-1538 b,Transit,175.13881900,0.252,,
Kepler-1539 b,Transit,133.30367410,0.241,,
Kepler-1540 b,Transit,125.41311770,0.222,,
Kepler-1541 b,Transit,8.40691199,0.103,,
Kepler-1542 b,Transit,3.95116882,0.068,,
Kepler-1542 c,Transit,2.89223021,0.058,,
Kepler-1542 d,Transit,5.99273738,0.078,,
Kepler-1542 e,Transit,5.10115756,0.068,,
Kepler-1543 b,Transit,6.96710269,0.242,,
Kepler-1544 b,Transit,168.81117400,0.159,,
Kepler-1545 b,Transit,163.69234900,0.241,,
Kepler-1546 b,Transit,19.59749710,0.279,,
Kepler-1547 b,Transit,0.69297968,0.080,,
Kepler-1548 b,Transit,124.82867900,0.236,,
Kepler-1549 b,Transit,214.88654500,0.229,,
Kepler-1550 b,Transit,225.58280900,0.269,,
Kepler-1551 b,Transit,24.49736980,0.237,,
Kepler-1552 b,Transit,184.77185300,0.220,,
Kepler-1553 b,Transit,4.24261881,0.103,,
Kepler-1554 b,Transit,198.08877400,0.259,,
Kepler-1555 b,Transit,8.10501635,0.144,,
Kepler-1556 b,Transit,8.82713457,0.175,,
Kepler-1557 b,Transit,3.74032496,0.136,,
Kepler-1558 b,Transit,3.50470358,0.061,,
Kepler-1559 b,Transit,0.97191543,0.064,,
Kepler-1560 b,Transit,3.03195744,0.079,,
Kepler-1561 b,Transit,1.00520701,0.097,,
Kepler-1562 b,Transit,64.27377520,0.317,,
Kepler-1563 b,Transit,3.43276598,0.067,,
Kepler-1564 b,Transit,18.05403810,0.131,,
Kepler-1565 b,Transit,1.53818844,0.106,,
Kepler-1566 b,Transit,0.53991524,0.070,,
Kepler-1567 b,Transit,153.97957800,0.244,,
Kepler-1568 b,Transit,20.92539200,0.116,,
Kepler-1569 b,Transit,5.79180156,0.150,,
Kepler-1570 b,Transit,26.54895500,0.095,,
Kepler-1571 b,Transit,3.38555488,0.136,,
Kepler-1572 b,Transit,5.49548621,0.084,,
Kepler-1573 b,Transit,2.61575540,0.107,,
Kepler-1574 b,Transit,6.94243340,0.115,,
Kepler-1575 b,Transit,2.55314213,0.117,,
Kepler-1576 b,Transit,6.98471973,0.093,,
Kepler-1577 b,Transit,6.30560247,0.101,,
Kepler-1578 b,Transit,1.45088691,0.093,,
Kepler-1579 b,Transit,0.84990789,0.075,,
Kepler-1580 b,Transit,56.64492790,0.188,,
Kepler-1581 b,Transit,6.28385491,0.071,,
Kepler-1582 b,Transit,4.83817712,0.133,,
Kepler-1583 b,Transit,9.32807355,0.054,,
Kepler-1584 b,Transit,13.39970990,0.144,,
Kepler-1585 b,Transit,3.58274630,0.160,,
Kepler-1586 b,Transit,15.60492120,0.136,,
Kepler-1587 b,Transit,9.40604670,0.119,,
Kepler-1588 b,Transit,7.84931739,0.068,,
Kepler-1589 b,Transit,0.99166527,0.097,,
Kepler-1590 b,Transit,7.61760804,0.102,,
Kepler-1591 b,Transit,8.18504949,0.113,,
Kepler-1592 b,Transit,3.05710069,0.137,,
Kepler-1593 b,Transit,174.50983500,0.283,,
Kepler-1594 b,Transit,2.71603809,0.095,,
Kepler-1595 b,Transit,4.56380468,0.110,,
Kepler-1596 b,Transit,66.37337900,0.170,,
Kepler-1597 b,Transit,2.94654179,0.095,,
Kepler-1598 b,Transit,4.34195123,0.085,,
Kepler-1599 b,Transit,122.36355300,0.145,,
Kepler-1600 b,Transit,386.37054800,0.279,,
Kepler-1601 b,Transit,2.20921951,0.073,,
Kepler-1602 b,Transit,11.17931605,0.120,,
Kepler-1603 b,Transit,2.27163926,0.115,,
Kepler-1604 b,Transit,0.68368426,0.126,,
Kepler-1605 b,Transit,85.75654950,0.096,,
Kepler-1606 b,Transit,196.43522400,0.185,,
Kepler-1607 b,Transit,13.64736760,0.082,,
Kepler-1608 b,Transit,16.47356860,0.154,,
Kepler-1609 b,Transit,114.34219000,0.198,,
Kepler-1610 b,Transit,8.70181574,0.144,,
Kepler-1611 b,Transit,5.17624290,0.072,,
Kepler-1612 b,Transit,3.91795101,0.092,,
Kepler-1613 b,Transit,1.51842990,0.186,,
Kepler-1614 b,Transit,3.94661410,0.133,,
Kepler-1615 b,Transit,47.31261920,0.184,,
Kepler-1616 b,Transit,6.76284377,0.091,,
Kepler-1617 b,Transit,27.47855720,0.107,,
Kepler-1618 b,Transit,6.10826019,0.112,,
Kepler-1619 b,Transit,23.62259130,0.068,,
Kepler-1620 b,Transit,101.95182900,0.144,,
Kepler-1621 b,Transit,92.26371400,0.193,,
Kepler-1622 b,Transit,10.81187370,0.131,,
Kepler-1623 b,Transit,4.36128348,0.117,,
Kepler-1624 b,Transit,3.29030452,0.509,,
Kepler-1625 b,Transit,287.37894900,0.541,,
Kepler-1626 b,Transit,4.13962966,0.180,,
Kepler-1627 b,Transit,7.20283653,0.329,,
Kepler-1628 b,Transit,76.37803300,0.574,,
Kepler-1629 b,Transit,3.87595807,0.069,,
Kepler-1630 b,Transit,509.99740200,0.195,,
Kepler-1631 b,Transit,4.09513932,0.120,,
Kepler-1632 b,Transit,448.30355800,0.220,,
Kepler-1633 b,Transit,186.40427100,0.141,,
Kepler-1634 b,Transit,374.87623900,0.285,,
Kepler-1635 b,Transit,469.63111000,0.325,,
Kepler-1636 b,Transit,425.47785000,0.288,,
Kepler-1637 b,Transit,6.10960324,0.079,,
Kepler-1638 b,Transit,259.33683000,0.167,,
Kepler-1639 b,Transit,9.87848200,0.230,,
Kepler-1640 b,Transit,7.58441260,0.430,,
Kepler-1641 b,Transit,19.67226600,0.277,,
Kepler-1641 c,Transit,32.65721200,0.263,,
Kepler-1642 b,Transit,12.20575130,0.285,,
Kepler-1642 c,Transit,6.65138020,0.237,,
Kepler-1643 b,Transit,5.34264507,0.205,,
Kepler-1644 b,Transit,21.09077580,0.168,,
Kepler-1645 b,Transit,16.17795610,0.159,,
Kepler-1646 b,Transit,4.48558383,0.110,,
Kepler-539 c,Transit Timing Variations,1000.00000000,,2.40000,
HD 191806 b,Radial Velocity,1606.30000000,,8.52000,
HD 214823 b,Radial Velocity,1854.40000000,,20.30000,
HD 221585 b,Radial Velocity,1173.00000000,,1.61000,
Kepler-1647 b,Transit,1107.59230000,1.059,1.51968,
MOA-2013-BLG-605L b,Microlensing,,,0.01007,
HD 219828 c,Radial Velocity,4682.00000000,,14.60000,
K2-39 b,Transit,4.60543000,0.560,0.09000,
WASP-120 b,Transit,3.61127060,1.473,4.85000,2.00000
WASP-123 b,Transit,2.97764120,1.318,0.89900,0.52100
HATS-25 b,Transit,4.29864320,1.260,0.61300,0.38000
HATS-26 b,Transit,3.30238810,1.750,0.65000,0.15300
HATS-27 b,Transit,4.63703800,1.500,0.53000,0.18000
HATS-28 b,Transit,3.18107810,1.194,0.67200,0.48000
HATS-29 b,Transit,4.60587490,1.251,0.65300,0.41100
HATS-30 b,Transit,3.17435160,1.175,0.70600,0.54300
